"UNLOCODE","NOMLOCALITAT","ISOPAIS","NOMPAIS","AREGEOGRAFICA","NOMAREAGEOGRAFICA"
"RUBOS","Boshnyakovo                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUBVV","Kuril'skiy Burevestnik AFB         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUCEE","Cherepovets","RU","Russia","01","Europe (Atlantic)"
"RUCHA","Chamgu                             ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUCHB","Chebarkul'                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUCHM","Chemashi                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUCHU","Chuya                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUCIH","Chikacheva","RU","Russia","08","Far East and Japan"
"RUCPC","Cpc Terminal                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUDBK","Dubovka                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUDEE","Yuzhno-Kuril'sk                    ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUDHA","Derbeshkinskiy                     ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUDKA","De-Kastri","RU","Russia","08","Far East and Japan"
"RUDUB","Dubna                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUDUD","Dudinka","RU","Russia","01","Europe (Atlantic)"
"RUDYR","Anadyr","RU","Russia","08","Far East and Japan"
"RUEGV","Egvekinot","RU","Russia","08","Far East and Japan"
"RUEKO","Ekonomiya                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUFPT","Fish Port Terminal","RU","Russia","08","Far East and Japan"
"RUGOJ","Nizhniy Novgorod (ex Gorkiy)","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUGRH","Gremikha","RU","Russia","01","Europe (Atlantic)"
"RUGVY","Gavrilov-Yam                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUHZO","Orekhovo-Zuevo                     ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUIAA","Igarka","RU","Russia","01","Europe (Atlantic)"
"RUIAR","Yaroslavl","RU","Russia","01","Europe (Atlantic)"
"RUIDG","Indiga                             ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUIKS","Tiksi","RU","Russia","08","Far East and Japan"
"RUIOK","Iokanka","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUIOY","Ikryanoye                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUIVO","Ivanovo                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKAN","Kandalaksha","RU","Russia","01","Europe (Atlantic)"
"RUKAS","Kashira                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKDT","Kronshtadt","RU","Russia","01","Europe (Atlantic)"
"RUKEM","Kem","RU","Russia","01","Europe (Atlantic)"
"RUKER","Keret","RU","Russia","01","Europe (Atlantic)"
"RUKGD","Kaliningrad","RU","Russia","01","Europe (Atlantic)"
"RUKHO","Kholmsk","RU","Russia","08","Far East and Japan"
"RUKHV","Khabarovsk","RU","Russia","08","Far East and Japan"
"RUKIK","Kirensk                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKIM","Kimry                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKIN","Kineshma","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUKIY","Kirovskiy                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKJA","Krasnojarsk","RU","Russia","08","Far East and Japan"
"RUKLD","Kildin","RU","Russia","01","Europe (Atlantic)"
"RUKLK","Kulakovo                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKLR","Klinsky Rayon                      ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKLT","Koltogorskiye                      ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKLY","Kalyazin                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKMA","Kostomuksha                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKMU","Kamskoye Ustye","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUKMV","Velikaya Kema","RU","Russia","01","Europe (Atlantic)"
"RUKNL","Konets Lug                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKNV","Krasnovodsk","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUKNY","Khvalynsk                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKOK","Konakovo                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKOR","Korsakov","RU","Russia","08","Far East and Japan"
"RUKPA","Kondopoga                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKRA","Krasnoyarsk                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKRI","Krivosheino                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKRR","Krasnodar","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUKRY","Krasnyy Yar                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKSA","Kharasavey                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKSI","Kasimov                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKSL","Kislaya Guba","RU","Russia","01","Europe (Atlantic)"
"RUKSO","Krasnotur'insk                     ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKTY","Khatyrka                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKUB","Kubekovo                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKUF","Samara (ex Kuibyshev)","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUKUR","Kureysk                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKVO","Kolpashevo                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKYB","Krasnyye Barrikady                 ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKYI","Kolguyev I.                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKYK","Kireyevskoye                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKZH","Kozhevnikovo                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKZM","Kozmino Port                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUKZP","Kavkaz                             ","RU","Russia","01","Europe (Atlantic)"
"RULAZ","Lazarev","RU","Russia","08","Far East and Japan"
"RULBU","Lyubim                             ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULDY","Lebedyan'                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULED","Saint Petersburg (ex Leningrad)","RU","Russia","01","Europe (Atlantic)"
"RULEO","Leonova                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULES","Lesogorsk                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULEU","Leushinskiye                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULNK","Lensk                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULUG","Lugovoye                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RULVR","Lavrentiya                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMAG","Magadansky, Port","RU","Russia","08","Far East and Japan"
"RUMAS","Miass                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMDY","Mamadysh                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMEG","Medvezhyegorsk","RU","Russia","01","Europe (Atlantic)"
"RUMEZ","Mezen","RU","Russia","01","Europe (Atlantic)"
"RUMGO","Mago","RU","Russia","08","Far East and Japan"
"RUMKR","Makarovo                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMMK","Murmansk","RU","Russia","01","Europe (Atlantic)"
"RUMOG","Mogochin                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMON","Molchanovo                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMOW","Moskva","RU","Russia","01","Europe (Atlantic)"
"RUMSH","Mys Shmidta                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUMVO","Moskalvo","RU","Russia","08","Far East and Japan"
"RUNAC","Naberezhnyye Chelny","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUNAR","Narym                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNDK","Novodvinsk                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNEV","Nevelsk","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUNFK","Neftekumsk                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNIA","Nikolayevsk-na-Amure","RU","Russia","01","Europe (Atlantic)"
"RUNJK","Nakhodka","RU","Russia","08","Far East and Japan"
"RUNLK","Neftelensk                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNMK","Novomoskovsk","RU","Russia","01","Europe (Atlantic)"
"RUNNM","Naryan Mar","RU","Russia","08","Far East and Japan"
"RUNOG","Nogliki                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNPE","Nizhnyaya Pesha                    ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUNVS","Novorossiysk","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUOHO","Okhotsk","RU","Russia","08","Far East and Japan"
"RUOKT","Oktyabr'skiy","RU","Russia","08","Far East and Japan"
"RUOKZ","Okruzhnoe                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUOLB","Bukhta Olga","RU","Russia","01","Europe (Atlantic)"
"RUOLG","Olenya, Guba","RU","Russia","01","Europe (Atlantic)"
"RUOLO","Oleniy Ostrov","RU","Russia","08","Far East and Japan"
"RUOMK","Olekminsk                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUONG","Onega","RU","Russia","01","Europe (Atlantic)"
"RUOYA","Olya                               ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUOYE","Oktyabrskoye                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUOZE","Oranzherei                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUOZK","Ozerko","RU","Russia","01","Europe (Atlantic)"
"RUOZY","Ozery                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPCE","Pechenga","RU","Russia","01","Europe (Atlantic)"
"RUPEK","Petrokrepost","RU","Russia","01","Europe (Atlantic)"
"RUPES","Petrozavodsk","RU","Russia","01","Europe (Atlantic)"
"RUPEX","Pechora","RU","Russia","01","Europe (Atlantic)"
"RUPGE","Peregrebnoye                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPGN","Prigorodnoye                       ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPHS","Prokhorovskiy                      ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPKC","Petropavlovsk-Kamchatskiy","RU","Russia","08","Far East and Japan"
"RUPNV","Polnovat                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPOK","Pokrovsk                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPRI","Primorsk (Koivisto)","RU","Russia","01","Europe (Atlantic)"
"RUPRN","Poronaisk","RU","Russia","08","Far East and Japan"
"RUPRY","Preobrazheniye                     ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPSE","Posyet","RU","Russia","08","Far East and Japan"
"RUPTN","Plastun","RU","Russia","08","Far East and Japan"
"RUPTP","Potapova                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUPUD","Pudozh","RU","Russia","01","Europe (Atlantic)"
"RUPVS","Provideniya, Bukhta","RU","Russia","08","Far East and Japan"
"RUPWE","Pevek","RU","Russia","08","Far East and Japan"
"RUPYO","Poyarkovo                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RURDP","Rudnaya Pristan","RU","Russia","08","Far East and Japan"
"RURND","Rostov-na-Donu                     ","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUROV","Rostov","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RURTW","Saratov","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RURUB","Rubnoye                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RURYB","Rybinsk","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RURYK","Krasnoturansk                      ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RURZV","Rzhev                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSAB","Sabetta","RU","Russia","01","Europe (Atlantic)"
"RUSAK","Aleksandrovsk-Sakhalinskiy         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSEG","Segezha","RU","Russia","01","Europe (Atlantic)"
"RUSEW","Severodvinsk","RU","Russia","01","Europe (Atlantic)"
"RUSHA","Shakhtersk","RU","Russia","01","Europe (Atlantic)"
"RUSIZ","Siziman                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSKA","Slavyanka","RU","Russia","08","Far East and Japan"
"RUSNG","Solnechnogorsk                     ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSOG","Sovetskaya Gavan","RU","Russia","08","Far East and Japan"
"RUSPA","Spafaryeva, O","RU","Russia","08","Far East and Japan"
"RUSRM","Severomorsk","RU","Russia","01","Europe (Atlantic)"
"RUSSK","Sovetsk                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSTR","Streika                            ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUSVE","Svetlaya","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUSVK","Severo-Kurilsk","RU","Russia","08","Far East and Japan"
"RUSYZ","Syzran","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUSZZ","Sestroretsk                        ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUTAG","Taganrog","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUTAM","Taman","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUTAU","Tauisk","RU","Russia","08","Far East and Japan"
"RUTAY","Tayura                             ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUTAZ","Tazovskiy                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUTDO","Trudfront                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUTOI","Tol'yatti                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUTRR","Trifonov Ruchey","RU","Russia","01","Europe (Atlantic)"
"RUTTI","Tolyatti","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUTUA","Tuapse","RU","Russia","03","Eastern Mediterranean/Black Sea/Caspian Sea/Middel East"
"RUTVK","Timashevsk                         ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUUCH","Ust Chaun                          ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUUEL","Uelen                              ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUUGC","Uglich                             ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
"RUUGL","Uglegorsk","RU","Russia","08","Far East and Japan"
"RUULU","Ust'-Luga                          ","RU","Russia","01","Europe (Atlantic)"
"RUUMB","Umba","RU","Russia","01","Europe (Atlantic)"
"RUURA","Ura-Guba","RU","Russia","01","Europe (Atlantic)"
"RUVAR","Varandey                           ","RU","Russia","ZZ","Unknown area (Tare of empty containers)"
