_id,NOMVAIXELL,NUMLLOYDS,TIPUSVAIXELLLLOYDS,CALLSIGN,MMSI,PAISISO,PORTREGISTREISO,TIPVAIXELL,MAXCALAT,MAXESLORA,MAXMANIGA,NUMRAMPES
1938,CONTSHIP FUN,9308613,Container Ship (Fully Cellular),D5SS6,636019053,LR,LRMLW,17,"8,8",139,"22,6",
1939,CONTSHIP GIN,9517434,Container Ship (Fully Cellular),D5TF9,636019163,LR,LRMLW,17,"9,5","161,23",25,
1940,CONTSHIP JET,9348625,Container Ship (Fully Cellular),D5UX8,636019532,LR,LRMLW,17,"9,5","159,8","24,8",
1941,CONTSHIP KEY,9338278,Container Ship (Fully Cellular),D5YP9,636020307,LR,LRMLW,17,"8,51","147,87","23,25",
1942,CONTSHIP MAX,9347786,Container Ship (Fully Cellular),D5EL7,636017374,LR,LRMLW,17,"8,8","139,13","22,6",
1943,CONTSHIP NEW,9373905,Container Ship (Fully Cellular),5BBD5,209345000,CY,CYLMS,13,"8,51","147,87","23,25",
1944,CONTSHIP OAK,9373917,Container Ship (Fully Cellular),A8NX8,636016702,LR,LRMLW,13,"8,51","147,87","23,25",
1945,CONTSHIP ONO,9324978,Container Ship (Fully Cellular),C4RE2,210722000,CY,CYLMS,17,"8,51","147,85","23,25",
1946,CONTSHIP PEP,9319595,Container Ship (Fully Cellular),5BYA5,210367000,CY,"",17,"8,8","139,1","22,6",
1947,CONTSHIP RAY,9388338,Container Ship (Fully Cellular),D5MZ8,636017852,LR,LRMLW,13,"8,5","147,83","23,25",
1948,CONTSHIP RUN,9306237,Container Ship (Fully Cellular),A8MM4,636019221,LR,LRMLW,17,"10,2","168,06","25,3",
1949,CONTSHIP SKY,9403449,Container Ship (Fully Cellular),5BAH6,210440000,CY,CYLMS,13,"8,51","147,81","23,25",
1950,CONTSHIP SUN,9347815,Container Ship (Fully Cellular),D5NF3,636017894,LR,LRMLW,17,"8,8","139,16","22,6",
1951,CONTSHIP TOP,9395616,Container Ship (Fully Cellular),D5NS6,636018000,LR,LRMLW,17,"8,5","147,87","23,25",
1952,CONTSHIP VOW,9395599,Container Ship (Fully Cellular),D5OO4,636018185,LR,LRMLW,17,"8,5","147,87","23,25",
1953,CONTSHIP ZEN,9683491,Container Ship (Fully Cellular),D5QZ5,636018704,LR,LRMLW,17,"8,05","158,37","23,99",
1954,COOL DISCOVERER,9861031,LNG Tanker,9HA5183,215567000,MT,MTMLA,14,"12,5",299,"46,4",
1955,COOL EXPLORER,9640023,LNG Tanker,9HA3616,229796000,MT,MTMLA,14,"12,15","280,57","43,4",
1956,COOL RIDER,9333591,LNG Tanker,9HA5676,256056000,MT,MTMLA,14,"12,2","288,43","44,2",
1957,COOL ROVER,9333618,LNG Tanker,9HA5734,256195000,MT,MTMLA,14,"12,2","288,43","44,2",
1958,COOL RUNNER,9636797,LNG Tanker,9HA3506,229673000,MT,MTMLA,14,"12,15","280,5","43,4",
1959,COOL VOYAGER,9636785,LNG Tanker,9HA3401,229553000,MT,MTMLA,14,"12,15","280,57","43,4",
1960,COOLWATER,9377949,Chemical/Products Tanker,PHMQ,245073000,NL,NLRTM,11,"6,74","99,98",16,
1961,COPERNICUS,9031703,Passenger/Ro-Ro Ship (Vehicles),5BWX4,209183000,CY,CYLMS,15,"6,02","150,38","23,4",2
1962,CORAL C,8911413,General Cargo Ship,5VHE6,,ZZ,"",13,"5,5",104,"14,2",
1963,CORAL ESSBERGER,9504205,Chemical/Products Tanker,CQMX,255801270,PT,PTFNC,11,"7,8","119,62","18,59",
1964,CORAL EXPRESS,9815850,Chemical/Products Tanker,3FSF6,374715000,PA,PAPTY,11,"13,02","185,99","32,2",
1965,CORAL FRASERI,9378278,Combination Gas Tanker (LNG/LPG),5LGT4,636022010,LR,LRMLW,14,"8,3","137,06","19,8",
1966,CORAL ISLAND,9304112,Bulk Carrier,9HA4227,249397000,MT,MTMLA,12,"12,5","189,99","32,26",
1967,CORAL LEADER,9318486,Vehicles Carrier,C6VT5,308038000,BS,BSNAS,20,"8,77",176,"31,1",2
1968,CORAL MEDUSA,9346926,LPG Tanker,PDDA,244870427,NL,NLRTM,14,"6,5","95,5","15,5",
1969,CORAL MER,9148087,General Cargo Ship,V2QO6,305972000,AG,AGSJO,13,"3,4","88,06","11,31",
1970,CORAL METHANE,9404584,Bunkering Tanker (LNG),PHNJ,244092000,NL,NLRTM,14,"7,15","117,8","18,6",
1971,CORAL OCEAN,1004833,Yacht,V7TI5,538071163,MH,MHBII,23,"3,39","72,55","12,4",
1972,CORAL PRINCESS,9229659,Passenger/Cruise,ZCDF4,310376000,BM,BMBDA,16,"8,3",294,"32,2",
1973,CORCOVADO,9687564,Container Ship (Fully Cellular),D5HF3,636092798,LR,LRMLW,17,"15,02","299,9","48,2",
1974,CORDULA JACOB,9482873,Products Tanker,A8XG7,636092138,LR,LRMLW,11,"14,7","228,58","32,26",
1975,CORELLI,9126766,Container Ship (Fully Cellular),TCA7308,271050950,TR,TRIZM,17,"8,62","168,8","27,3",
1976,CORELLI,9866926,Chemical/Products Tanker,5BPL5,210067000,CY,CYLMS,11,"5,25","99,96","13,95",
1977,CORINTHIAN,1005837,Yacht,ZGAH2,319017100,KY,"",23,"2,75","39,05","8,7",
1978,CORINTHIAN,8708672,Passenger/Cruise,9HUT9,249556000,MT,MTMLA,16,4,"88,32","15,31",
1979,CORNELIUS A,8912455,"",TCCE9,271000696,TR,TRIST,17,"7,61","133,7","22,98",
1980,CORNELIUS MAERSK,9198587,Container Ship (Fully Cellular),OUMO2,219031427,DK,DKKAL,17,"14,94","346,98","42,8",
1981,CORNIDE DE SAAVEDRA,7025231,"",EDSV,,ZZ,"",22,"4,45","66,7","11,26",
1982,CORNION,9360491,General Cargo Ship,CQMH,255803370,PT,PTFNC,13,6,"89,5","13,7",
1983,CORONA AUSTRALE,9509346,Articulated Pusher Tug,IKVF2,247257200,IT,ITGOA,13,"5,6","165,79","16,8",
1984,CORONA BOREALE,9509358,Articulated Pusher Tug,IKVG2,247257300,IT,ITGOA,13,"5,6",166,"16,8",
1985,CORONA J,9238686,Container Ship (Fully Cellular),V2BG1,304813000,AG,AGSJO,17,"9,5","161,1",25,
1986,CORRIB FISHER,9413585,Chemical/Products Tanker,MDLW8,232016768,GB,"",11,"6,36",107,16,
1987,CORSARO II,,"",A5316,,IT,"",18,"2,9","20,9","4,7",
1988,CORWITH CRAMER,8617445,Sail Training Ship,WTF3319,366724450,US,"",22,3,"41,1","7,71",
1989,COS GLORY,9168893,"",3FKX9,357510000,PA,PAPTY,12,"11,36","187,3","32,24",
1990,COS JOY,9216444,"",VRXD5,477910000,HK,HKHKG,12,14,225,"32,3",
1991,COS LUCKY,9253492,Bulk Carrier,9V5537,563023600,SG,SGSIN,12,"12,02","189,99","32,26",
1992,COS ORCHID,9308704,Bulk Carrier,S6EA5,565100000,SG,SGSIN,12,"12,52","189,9","32,26",
1993,COSCO AFRICA,9345439,Container Ship (Fully Cellular),3ERX3,370188000,PA,PAPTY,17,"14,5","349,07","45,6",
1994,COSCO AMERICA,9345427,Container Ship (Fully Cellular),3EPH4,352631000,PA,PAPTY,17,"14,53","349,07","45,6",
1995,COSCO ASIA,9345403,Container Ship (Fully Cellular),3ELQ8,356581000,PA,PAPTY,17,"14,53","349,07","45,6",
1996,COSCO EUROPE,9345415,Container Ship (Fully Cellular),3EOC5,354886000,PA,PAPTY,17,"14,53","349,07","45,6",
1997,COSCO FAITH,9472141,Container Ship (Fully Cellular),VRJL6,477108100,HK,HKHKG,17,"15,5","366,45","48,2",
1998,COSCO HELLAS,9308510,Container Ship (Fully Cellular),9HA4040,256932000,MT,MTMLA,17,15,"350,55","42,8",
1999,COSCO HONG KONG,9227778,Container Ship (Fully Cellular),2BOW2,235068029,GB,GBLON,17,"14,03",280,"39,8",
2000,COSCO INDONESIA,9448786,Container Ship (Fully Cellular),VRHE3,477831200,HK,HKHKG,17,"14,5",334,"42,8",
2001,COSCO KAOHSIUNG,9355563,Container Ship (Fully Cellular),VREM3,477136800,HK,HKHKG,17,"14,5","348,5","45,6",
2002,COSCO KOREA,9448750,Container Ship (Fully Cellular),VRGH3,477685300,HK,HKHKG,17,"14,5",334,"42,8",
2003,COSCO OCEANIA,9334923,Container Ship (Fully Cellular),VRDQ5,477056400,HK,HKHKG,17,"14,5","348,5","45,6",
2004,COSCO PHILIPPINES,9448762,Container Ship (Fully Cellular),VRGM7,477738200,HK,HKHKG,17,"14,5",334,"42,8",
2005,COSCO PRINCE RUPERT,9448803,Container Ship (Fully Cellular),VRID6,477351400,HK,HKHKG,17,"14,5",334,"42,8",
2006,COSCO SHENGSHI,9454711,Vehicles Carrier,3FXM2,372727000,PA,PAPTY,21,"9,42","182,8","32,2",2
2007,COSCO SHIPPING FAN RONG,9928906,Open Hatch Cargo Ship,BPCF5,414665000,CN,CNYPG,13,"13,3","201,8","32,26",
2008,COSCO TAICANG,9355575,Container Ship (Fully Cellular),VREV9,477189300,HK,HKHKG,17,"14,5","348,5","45,6",
2009,COSCO TENGFEI,9454723,Vehicles Carrier,HPMO,355518000,PA,PAPTY,21,"9,42","182,8","32,2",2
2010,COSMO,9251755,Chemical/Products Tanker,IBFP,247079700,IT,ITRAN,11,"6,6","99,94","16,98",
2011,COSMOGRAPH,9324459,Products Tanker,V7A2727,538008757,MH,MHMAJ,11,"12,62","182,5","32,23",
2012,COSMOS ACE,9153563,"",3FWL8,355395000,PA,PAPTY,20,"9,12",188,"31,2",3
2013,COSTA ATLANTICA,9187796,Passenger/Cruise,C6FB7,311001063,BS,BSNAS,16,8,"292,56","32,2",
2014,COSTA CONCORDIA,9320544,"",IBHD,247158500,IT,ITGOA,16,"8,2","289,59","35,5",
2015,COSTA DELIZIOSA,9398917,Passenger/Cruise,IBJD,247282900,IT,ITGOA,16,"8,1",294,"32,25",
2016,COSTA DIADEMA,9636888,Passenger/Cruise,IBCX,247353700,IT,ITGOA,16,8,305,"37,2",
2017,COSTA FASCINOSA,9479864,Passenger/Cruise,ICPO,247313500,IT,ITGOA,16,"8,3","289,58","35,5",
2018,COSTA FAVOLOSA,9479852,Passenger/Cruise,ICPK,247311100,IT,ITGOA,16,"8,3","289,65","35,5",
2019,COSTA FIRENZE,9801691,Passenger/Cruise,IBTE,247431800,IT,ITGOA,16,"8,55","323,59","37,2",
2020,COSTA FORTUNA,9239783,Passenger/Cruise,IBNY,247094800,IT,ITGOA,16,"8,2","272,2","35,5",
2021,COSTA LA LUZ,9145217,Trailing Suction Hopper Dredger,EANU,224611000,ES,ESSCT,22,"5,86","94,85",17,
2022,COSTA MEDITERRANEA,9237345,Passenger/Cruise,C6FE7,311001086,BS,BSNAS,16,"7,8","292,5","32,2",
2023,COSTA PACIFICA,9378498,Passenger/Cruise,ICJA,247258100,IT,ITGOA,16,"8,3","289,59","35,5",
2024,COSTA SERENA,9343132,Passenger/Cruise,ICAZ,247187600,IT,ITGOA,16,"8,3","289,59","35,5",
2025,COSTA SMERALDA,9781889,Passenger/Cruise,IBCA,247391900,IT,ITGOA,16,"8,8",337,42,
2026,COSTA TOSCANA,9781891,Passenger/Cruise,IBIM,247431200,IT,ITGOA,16,"8,8",337,42,
2027,COSTA VENEZIA,9801689,Passenger/Cruise,IBAD,247391100,IT,ITGOA,16,"8,55",323,"37,2",
2028,COSTA VERDE,9184665,Trailing Suction Hopper Dredger,A9LN,,ZZ,"",13,"4,72","87,85",16,
2029,COSTA VICTORIA,9109031,"",IBLC,247109000,IT,ITGOA,16,8,"252,91","36,1",
2030,COSTAMAR,9552020,General Cargo Ship,CQIK9,255805989,PT,PTFNC,13,"6,16","99,49","13,36",
2031,COSTANZA M,9436680,Chemical/Products Tanker,IBGG,247258500,IT,ITCTA,11,11,"179,93","32,2",
2032,COUGAR ACE,9051375,"",9VKE,563329000,SG,SGSIN,21,"9,72","199,53","32,26",3
2033,COURAGEOUS ACE,9252204,Vehicles Carrier,7JWJ,431312000,JP,JPTYO,21,"9,92",198,"32,2",2
2034,COURBET,,"",EVF1,,FR,"",18,"6,5","124,2","15,5",
2035,COYHAIQUE,8009026,"",CA5484,725001517,CL,CLZAL,20,"5,33","121,4",21,2
2036,CP SHANGHAI,9702510,Bulk Carrier,V7LM4,538006298,MH,MHMAJ,12,"13,3","199,99","32,26",
2037,CPT DIMITRIOS S,9221592,Bulk Carrier,D5VD7,636019579,LR,LRMLW,12,"13,96","224,89","32,2",
2038,CRACOVIA,9237242,Passenger/Ro-Ro Ship (Vehicles),C6DG8,311000671,BS,BSNAS,15,"6,51","180,5","24,3",1
2039,CRAMOND ISLAND,9755476,Bulk Carrier,VRQJ9,477023400,HK,HKHKG,12,"12,82","189,99","32,26",
2040,CRAZY ME,9686625,Yacht,ZGCX7,319322000,KY,"",23,"2,5",50,"9,6",
2041,CREOLE,,"",VSB09,,BM,"",23,"5,8","65,53","9,8",
2042,CREOULA,5081918,Sail Training Ship,CTEL,263146000,PT,"",18,"4,55","67,52","9,91",
2043,CRESCO,9122033,"",ELSU4,636016484,LR,LRMLW,17,"9,88","183,9","25,3",
2044,CRIMSON DELIGHT,9732163,Bulk Carrier,3FWE3,371646000,PA,PAPTY,12,"12,95","189,93","32,26",
2045,CRIMSON GLORY,9732151,Bulk Carrier,9V2687,565792000,SG,SGSIN,12,"12,95","189,93","32,26",
2046,CRIMSON PEARL,9812755,Chemical/Products Tanker,H9FS,372775000,PA,PAPTY,11,"13,02",186,"32,2",
2047,CRISTIN HT,9455985,Bulk Carrier,3E2432,352978202,PA,PAPTY,12,"6,9","112,8","17,2",
2048,CRISTOBAL COLON,,"",HKW4,225920870,ES,"",18,8,"146,4","18,6",
2049,CRONUS LEADER,9464455,Vehicles Carrier,3FUK,370661000,PA,PAPTY,21,"10,02","199,94","32,26",2
2050,CROSSED SABRE,9391103,Yacht,6YSD4,339503000,JM,JMMBJ,23,"2,13","43,89","8,53",
2051,CROWN IRIS,8814744,Passenger/Cruise,3EGC6,370610000,PA,PAPTY,16,"6,2","207,1","27,6",
2052,CROWN PRINCESS,9293399,Passenger/Cruise,ZCDM6,310500000,BM,BMBDA,16,"8,5","288,63","36,01",5
2053,CRUISE AUSONIA,9227429,Passenger/Ro-Ro Ship (Vehicles),IBWC,247378700,IT,ITPMO,15,"6,58","199,9",25,2
2054,CRUISE BARCELONA,9351488,Passenger/Ro-Ro Ship (Vehicles),IBWP,247243600,IT,ITPMO,15,7,"253,8","30,4",2
2055,CRUISE BONARIA,9204063,Passenger/Ro-Ro Ship (Vehicles),ICUS,247415200,IT,ITPMO,15,"7,3",214,"26,4",2
2056,CRUISE ROMA,9351476,Passenger/Ro-Ro Ship (Vehicles),IBWO,247219400,IT,ITPMO,15,7,"253,8","30,4",2
2057,CRUISE SMERALDA,9144811,Passenger/Ro-Ro Ship (Vehicles),IBNQ,247343200,IT,ITPMO,15,"6,6","200,65","25,8",3
2058,CRYSTAL ACE,9539224,Vehicles Carrier,V7YB2,538004619,MH,MHMAJ,21,"9,73","199,99","32,26",2
2059,CRYSTAL RAY,9210440,Vehicles Carrier,C6RI2,311039000,BS,BSNAS,21,10,"199,98","32,26",2
2060,CRYSTAL SERENITY,9243667,Passenger/Cruise,C6SY3,311536000,BS,BSNAS,16,"7,6",250,"32,2",
2061,CRYSTAL SYMPHONY,9066667,Passenger/Cruise,C6MY5,309168000,BS,BSNAS,16,8,"238,01","30,2",
2062,CS CIHAN,9045704,General Cargo Ship,D5VH6,636019612,LR,LRMLW,13,"7,57","114,49","16,4",
2063,CS CRYSTAL,9406128,Bulk Carrier,C6YE2,311033200,BS,BSNAS,12,"9,79","178,7",28,
2064,CS SONOMA,9569944,Bulk Carrier,C6YE3,311033300,BS,BSNAS,12,"12,8","189,99","32,26",
2065,CS TINA,9117650,"",V2AL5,352924000,PA,PAPTY,17,"9,3","157,04","23,5",
2066,CSCL ASIA,9285976,Container Ship (Fully Cellular),VRAB8,477360800,HK,HKHKG,17,"14,5",334,"42,8",
2067,CSCL JUPITER,9467263,Container Ship (Fully Cellular),VRIL4,477213400,HK,HKHKG,17,"15,5","366,05","51,2",
2068,CSCL VENUS,9467251,Container Ship (Fully Cellular),VRIE8,477266800,HK,HKHKG,17,"15,5","366,07","51,2",
2069,CSL MANHATTAN,9289556,Container Ship (Fully Cellular),D5IC7,636016853,LR,LRMLW,17,"13,65","294,17","32,2",
2070,CT DANIEL,9326988,Container Ship (Fully Cellular),V2BK9,304853000,AG,AGSJO,17,"8,71","134,44","22,5",
2071,CUAUHTEMOC,8107505,Sail Training Ship,XCBF,345186001,MX,MXACA,18,"5,2","90,5","12,01",
2072,CUBAL,9491812,LNG Tanker,C6YN2,311038400,BS,BSNAS,14,"12,75","285,36","43,4",
2073,CUERA,9360489,General Cargo Ship,CQMG,255803360,PT,PTFNC,13,6,"89,5","13,7",
2074,CUL MANILA,9571313,Container Ship (Fully Cellular),5LFW9,636021831,LR,LRMLW,17,"12,5","212,51","32,2",
2075,CULPEO,9254812,Products Tanker,CBEO,725003628,CL,CLVAP,11,"12,22","182,5","32,2",
2076,CULTIMAR II,,"",EVG1,224341930,ES,"",94,"1,8","11,45","4,05",
2077,CUMBIA 1,9436343,Chemical/Products Tanker,V7A5288,538009882,MH,MHMAJ,11,"12,61","183,2","32,2",
2078,CUNO ESSBERGER,9504190,Chemical/Products Tanker,CQMW,255801260,PT,PTFNC,11,"7,8","119,62","18,57",
2079,CUPANI,1008920,Yacht,6YUP4,339295000,JM,JMMBJ,23,"3,7","60,09","11,8",
2080,CYAN,1005813,Yacht,MESM2,232022000,GB,GBLON,23,"2,2","48,7","9,5",
2081,CYGNUS,9197428,General Cargo Ship,CQQH,255802970,PT,PTFNC,13,"5,54","86,57","12,8",
2082,CYGNUS LEADER,9381249,Vehicles Carrier,3EKK5,372747000,PA,PAPTY,21,10,"199,94","32,26",2
2083,CYMONA STAR,9309485,Bulk Carrier,C4GF2,209317000,CY,CYLMS,12,"14,1",229,"36,5",
2084,CYPRESS,9461477,Container Ship (Fully Cellular),D5NZ3,636018058,LR,LRMLW,17,"14,52","335,63","42,8",
2085,CYPRESS GALAXY,9379973,Chemical/Products Tanker,3ELY4,356768000,PA,PAPTY,11,"9,73","147,83","24,2",
2086,DACIL,9427445,Chemical/Products Tanker,EASZ,224729000,ES,ESSCT,11,"7,2","111,5","17,6",
2087,DAE CHEONG,,"",IEE6,,KR,"",18,"8,5",134,"17,8",
2088,DAEDALUS ALLIGATOR,8745175,Utility Vessel,EASH,,ES,ESPMI,22,"2,4","27,9",10,
2089,DAEDALUS LEADER,9426362,Vehicles Carrier,7JGF,432729000,JP,JPTYO,21,"10,33","199,94","32,26",2
2090,DAGMAR,9354399,Container Ship (Fully Cellular),CQUZ,255826000,PT,PTFNC,17,"8,71","134,44","22,5",
2091,DAGON,8833867,Research Survey Vessel,V7SV6,538007520,MH,MHMAJ,22,"4,56","68,28","13,1",
2092,DAHLIA,7391214,"",LAUW5,,PW,"",14,"11,91","289,1","41,15",
2093,DAIANA,9610509,General Cargo Ship,IBDG,247392700,IT,ITNAP,13,"7,06","108,2","18,2",
2094,DAIWAN ELEGANCE,9697894,Bulk Carrier,HOVX,370189000,PA,PAPTY,12,"9,93","176,99",30,
2095,DAIWAN WISDOM,9427134,Bulk Carrier,3FWQ8,355586000,PA,PAPTY,12,"9,64","175,5","29,4",
2096,DAKOTA,9349980,Bulk Carrier,9HA4489,248038000,MT,MTMLA,12,"6,28","119,95","16,8",
2097,DALAL,9084671,Chemical/Products Tanker,T8A3296,511100199,PW,"",11,"7,76",125,"18,8",
2098,DALE,9353084,Chemical/Products Tanker,V7A2348,538008428,MH,MHMAJ,11,"11,52",184,"27,4",
2099,DALI,9697428,Container Ship (Fully Cellular),9V5283,563004200,SG,SGSIN,17,"15,03","299,94","48,2",
2100,DALIAN,9227027,Container Ship (Fully Cellular),C6GG9,311001244,BS,BSNAS,17,"12,63","259,8","32,26",
2101,DALIAN EXPRESS,9229829,Container Ship (Fully Cellular),5LJY6,636093155,LR,LRMLW,17,"14,52","320,58","42,8",
2102,DALIAN HIGHWAY,9565560,Vehicles Carrier,3FYE5,357694000,PA,PAPTY,21,"10,02","199,94","32,26",2
2103,DALLAS EXPRESS,9193288,Container Ship (Fully Cellular),5LGX8,636093121,LR,LRMLW,17,"13,55","294,17","32,2",
2104,DALMA,9439773,Chemical/Products Tanker,V7CT6,538005321,MH,MHMAJ,11,"13,08",183,"32,2",
2105,DALYA H,9139127,General Cargo Ship,V2FX4,305832000,AG,AGSJO,13,"5,9","100,51","16,5",
2106,DAMGRACHT,9420784,General Cargo Ship,PBOF,245955000,NL,NLAMS,13,"10,28","156,93","22,8",
2107,DANAE,9719587,Bulk Carrier,V7A5792,538010241,MH,MHMAJ,12,"14,45",229,"32,26",
2108,DANHIL,9632959,Bulk Carrier,D5DL5,636015908,LR,LRMLW,12,"14,55",229,"32,26",
2109,DANIEL K.,9198654,General Cargo Ship,PBIR,244336000,NL,NLDZL,13,"5,64","90,25","15,2",
2110,DANIELLE CASANOVA,9230476,Passenger/Ro-Ro Ship (Vehicles),FILL,226242000,FR,FRAJA,15,"6,7",175,"30,4",3
2111,DANITA,9341108,General Cargo Ship,CQAC9,255806139,PT,PTFNC,13,"5,7","115,46","16,5",
2112,DANK SILVER,9718806,Chemical/Products Tanker,V7NT6,538006504,MH,MHMAJ,11,"13,1","183,06","32,2",
2113,DANUM MAS,9371933,General Cargo Ship,YDFR2,525119177,ID,IDJKT,13,"6,45",117,"19,7",
2114,DAPHNE I,9251456,Chemical/Products Tanker,H9YF,355643000,PA,PAPTY,11,"12,32","173,96",29,
2115,DAR,1013066,Yacht,ZGHL5,319133300,KY,"",23,4,"90,13","13,8",
2116,DAR MLODZIEZY,7821075,Sail Training Ship,SQLZ,261148000,PL,"",22,"5,75","94,7","14,01",
2117,DAR MLODZIEZY,,"",2095,261148000,PL,"",22,"5,75",109,"14,01",
2118,DARINA,9194062,General Cargo Ship,UBUL4,273349470,RU,"",13,"5,74","98,94","13,8",
2119,DARING,4907749,Destroyer,GPLA,,GB,"",18,"7,4","152,4","21,2",
2120,DARMIK,9201774,Chemical/Products Tanker,TCA6037,271047982,TR,TRIST,11,"6,7","119,1","16,4",
2121,DARNIA,9336464,Chemical/Products Tanker,3FZN9,351758000,PA,PAPTY,11,"12,52","182,72","32,2",
2122,DARSH F,8010300,"",XUEN2,515936000,KH,"",13,"5,41","102,49","17,05",
2123,DAS,9439802,Chemical/Products Tanker,V7CT4,538005319,MH,MHMAJ,11,"13,08",183,"32,2",
2124,DATTILO M,9333474,Chemical/Products Tanker,IBXJ,247156500,IT,ITCTA,11,"9,6","161,08",23,
2125,DAVID B.,9794197,Tug,WDI7661,367730910,US,USHOU,22,"3,43","24,38","11,66",
2126,DAWN DWARKA,9147265,"",AWJR,419000975,IN,INBOM,11,"12,41","178,96","25,3",
2127,DAWN MANSAROVAR,9188776,Products Tanker,AWGZ,419000905,IN,INBOM,11,"11,02","184,6","27,4",
2128,DAY BLUE,9184811,General Cargo Ship,8PBO7,314664000,BB,BBBGI,13,"6,22","89,9","13,17",
2129,DAY DREAM,9214721,General Cargo Ship,3EZK9,351838000,PA,PAPTY,13,"6,8","99,9","15,6",
2130,DAYBREAK,,"",V7MN7,,MH,"",23,"4,55","40,73","8,65",
2131,DAYTONA DYNAMIC,8914726,Bulk Carrier,D6A2918,620909000,KM,KMYVA,12,"9,41","176,6",26,
2132,DAYTONA-H,8520836,Bulk Carrier,3EHAN,620086000,KM,KMYVA,12,"7,22","142,91","20,01",
2133,DE CHENG 9,9409546,Bulk Carrier,BOPO4,413279160,CN,"",12,"10,4","189,98","28,49",
2134,DE DE,9280512,Yacht,ZCOX8,319032000,KY,"",23,"2,7","42,62","8,57",
2135,DE LI,9216494,Bulk Carrier,3E2813,352001974,PA,PAPTY,12,"11,81","189,9","32,2",
2136,DE RUYTER,,"",PAER,,NL,"",18,"7,2",144,18,
2137,DE SHENG HAI,9751315,Bulk Carrier,VRQP9,477002800,HK,HKHKG,12,"10,5","179,95",32,
2138,DE XIN HAI,9364758,Bulk Carrier,BQBP,412069000,CN,CNHAK,12,"14,2",225,"32,26",
2139,DE ZEVEN PROVINCEN,,"",9810,,NL,"",18,"7,2",141,19,
2140,DEBO,9210907,"",5IM323,677022300,TZ,TZZNZ,11,"10,5",184,30,
2141,DEE FISHER,9318216,Chemical/Products Tanker,TCPM2,210431000,CY,CYLMS,11,"6,05","99,81",15,
2142,DEE4 ELM,9367750,Products Tanker,9V5110,563002600,SG,SGSIN,11,"12,62","182,5","32,2",
2143,DEE4 MAHOGANY,9942500,Chemical/Products Tanker,5LGP5,636021976,LR,LRMLW,11,"13,23","183,06","32,2",
2144,DEFENDER,4907878,Destroyer,GMIB,235053421,GB,"",18,"6,19","152,4","21,2",
2145,DEFNE K,8203244,"",3FDL9,355005000,PA,"",13,"3,75","84,71","11,49",
2146,DEIRA,9149768,"",D5MC8,636017661,LR,LRMLW,17,"12,52","276,5","32,3",
2147,DEJA TOO,1007457,Yacht,ZGOS2,319216200,KY,"",23,"3,2","48,5",9,
2148,DELAWARE EXPRESS,9349514,Container Ship (Fully Cellular),WDM2180,367422000,US,"",17,"14,5",306,40,
2149,DELFBORG,9393266,General Cargo Ship,PHMR,245091000,NL,NLDZL,13,"6,09","110,78",14,
2150,DELHI HIGHWAY,9536959,Vehicles Carrier,3EVM6,355488000,PA,PAPTY,21,"10,08","199,9","32,26",2
2151,DELI,9253301,"",D6IK2,,KM,KMYVA,17,12,"260,15","32,2",
2152,DELIA,9234317,General Cargo Ship,V2AB4,304011029,AG,AGSJO,13,"4,48","89,71","11,65",
2153,DELMAS SWALA,9072094,"",V2AB,235059562,GB,GBPLY,17,"8,98","157,69","22,92",
2154,DELOS II,9612375,Bulk Carrier,5LJH2,636022536,LR,LRMLW,12,"9,82",181,30,
2155,DELOS WAVE,9341110,Container Ship (Fully Cellular),V7LC6,538006257,MH,MHMAJ,17,12,"222,17",30,
2156,DELPHI,9283796,Chemical/Products Tanker,A8TE6,636014336,LR,LRMLW,11,"10,5",176,31,
2157,DELPHI,9341512,Chemical/Products Tanker,A8HM6,626174000,GA,GALBV,11,"12,32","173,96",29,
2158,DELPHI RANGER,9438054,Bulk Carrier,C6XJ5,311011500,BS,BSNAS,12,"12,6","189,99","32,26",
2159,DELPHIN,7347536,"",C6ZV6,311067500,BS,BSNAS,16,"6,2",157,"21,8",2
2160,DELPHINUS LEADER,9174282,Vehicles Carrier,7JZH,431550000,JP,JPTYO,21,"10,05","199,94","32,2",3
2161,DELPHIS RIGA,9780665,Container Ship (Fully Cellular),VRQN8,477234800,HK,HKHKG,17,"9,5","177,56","30,5",
2162,DELTA,9595395,Bulk Carrier,D5BS6,636015594,LR,LRMLW,12,"9,92","180,4",30,
2163,DELTA PEARL,9401831,Open Hatch Cargo Ship,C6HF5,311001110,BS,BSNAS,12,"12,19","188,5","32,25",
2164,DELTA SEA,9452268,Chemical/Products Tanker,9HA4919,215013000,MT,MTMLA,11,"6,5","100,12",18,
2165,DELTA TOLMI,9429027,Crude Oil Tanker,D5XV2,636020131,LR,LRMLW,14,"17,17",274,48,
2166,DEMETER LEADER,9477921,Vehicles Carrier,7KEO,431766000,JP,JPKOX,21,"10,02","199,94","32,26",2
2167,DEMETRIOS B,8223309,Cement Carrier,9HMI9,249180000,MT,MTMLA,12,"6,47","103,8","15,51",
2168,DENEB BCN,,"",GCJ6,225980532,ES,ESBCN,91,1,"12,2","3,94",
2169,DENEB LEADER,9738777,Vehicles Carrier,3EKQ,356688000,PA,PAPTY,21,"10,62","199,99","34,8",2
